gene_anno,DFB_A,DFB_B,Fe_A,Fe_B
scaffold_1619072_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000372967,0.000238115,0.000805338,0.000497423
scaffold_1624614_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000160645,0.000261066,0.00027883,6.23E-05
scaffold_1627893_c1_1_PF00210-Ferritin_like_domain,0.00122347,0.000130184,0.000834256,0.001142214
scaffold_162938_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000732007,0.000814075,0.000644051,0.000730631
scaffold_1631153_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000256086,0.000196193,0.000186261,0.000136616
scaffold_163157_c1_2_PF04773_FecR,0.000133856,0.000132935,6.76E-06,4.76E-05
scaffold_1634233_c1_1_PF00210-Ferritin_like_domain,0.000250788,0.000384268,0.000889234,0.001016802
scaffold_1634574_c1_2_PF01475-Iron_dependent_repressor-fur_family,9.74E-05,0.000248745,0.000354228,0.000311778
scaffold_1636803_c1_2_ExbD-family,0.000288987,9.22E-05,0.000197054,0.000513894
scaffold_16379_c1_5_ExbB-family,0.000166011,0.000494606,0.000150932,0.000328948
scaffold_16424_c1_6_PF00210-Ferritin_like_domain,0.000258208,0.000192324,0.000508635,0.000596908
scaffold_16447_c1_5_YfeB-family-membrane-proteins,0.000201325,0.000353465,0.000114399,5.37E-05
scaffold_16447_c1_6_YfeA-family-iron-binding-proteins,0.000221134,0.000611779,0.00033508,0.00023594
scaffold_164597_c1_1_FbpB-FutB-family-iron-permease,0.000114288,0.00018573,0.000113353,3.33E-05
scaffold_164597_c1_2_FutA1-family-iron-binding-proteins,0.001293196,0.000818566,0,7.08E-05
scaffold_1648361_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.001090927,0.001444565,0.00146939,0.00163818
scaffold_165195_c1_3_ExbB-family,0.000417515,0.000842663,0.000783674,0.00083346
scaffold_165195_c1_5_ExbD-family,0.000363642,0.000295479,0.000841559,0.000740708
scaffold_1652013_c1_1_PF01475-Iron_dependent_repressor-fur_family,0,0.000182088,6.48E-05,0.000152153
scaffold_1653_c1_7_ExbB-family,0.002314088,0.002954792,0.001202228,0.001904679
scaffold_1653_c1_8_ExbD-family,0.001123614,0.002060766,0.001727358,0.001155251
scaffold_1653_c1_9_ExbD-family,0.00133541,0.001705146,0.001382222,0.001183699
scaffold_165760_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000564273,0.000533706,0.00051302,0.000713545
scaffold_166239_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000429016,0.000365199,0.00074295,8.72E-05
scaffold_166835_c1_1_PirA-family-siderophore-receptor,0.030008136,0.038693699,0.028958704,0.033832299
scaffold_166835_c1_2_PirA-family-siderophore-receptor,0.007872031,0.013494428,0.010829443,0.011077557
scaffold_1674_c1_2_FbpC-family-ATPase,0.004093408,0.004692904,0.0039426,0.00372429
scaffold_1674_c1_3_FbpB-family-iron-permease,0.000953551,0.001589021,0.000881634,0.000994404
scaffold_1675012_c1_1_PF01475-Iron_dependent_repressor-fur_family,0,0.000154775,0.000495919,0.000193995
scaffold_168_c1_10_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000262422,0.000861633,0.002607409,0.002999923
scaffold_168_c1_8_PF00210-Ferritin_like_domain,0.003315563,0.00947768,0.0176975,0.013990465
scaffold_168157_c1_2_YfeA-family-iron-binding-proteins,0.00216284,0.003763152,0.001955585,0.001711721
scaffold_168157_c1_3_YfeB-family-membrane-proteins,0.001833886,0.00246172,0.001638813,0.000735843
scaffold_16828_c1_5_TonB-family,0.000109093,0.000487541,0.00393429,0.004830476
scaffold_16828_c1_6_ExbD-family,0.000185803,0.000338923,0.004754065,0.00447463
scaffold_16828_c1_7_ExbB-family,0.000357336,0.000832026,0.007625112,0.008275626
scaffold_16828_c1_8_ExbB-family,0.000462971,0.000956594,0.013002567,0.016157272
scaffold_1683695_c1_2_PF00210-Ferritin_like_domain,9.45E-05,0.000723622,0.000236152,0.000251942
scaffold_1687588_c1_2_PF00210-Ferritin_like_domain,9.76E-05,0.000779068,0.001641969,0.000546832
scaffold_168799_c1_1_FpvE-family-permease,6.61E-05,5.63E-05,9.02E-05,9.41E-05
scaffold_168799_c1_2_HatD-family-substrate-binding-protein,4.65E-05,7.42E-05,0.00027463,0.000260313
scaffold_16931_c1_7_PF04773_FecR,0.000103528,0.000132192,9.41E-05,8.97E-05
scaffold_1697906_c1_1_PF04773_FecR,0.000119227,3.81E-05,0.000298093,0.000318025
scaffold_170145_c1_5_PF00210-Ferritin_like_domain,0.000334934,0.004246124,0.002327339,0.002833349
scaffold_17022_c1_5_YfeB-family-membrane-proteins,0.000103475,0.000207625,0.000416626,0.00080437
scaffold_17022_c1_6_YfeA-family-iron-binding-proteins,0.000108013,0.000352457,0.000643767,0.000729882
scaffold_17022_c1_7_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.00019835,0.000232162,0.00042078,0.000758344
scaffold_1702495_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000741639,0.000366572,0.000413266,0.000408411
scaffold_170460_c1_2_ExbB-family,0.000313485,8.01E-05,0.000152006,0.000356772
scaffold_170460_c1_3_ExbD-family,2.56E-05,6.54E-05,0.000186261,0.000355202
scaffold_17051_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000632422,0.00098697,0.000351376,0.000749739
scaffold_17054_c1_3_ExbD-family,0.000371605,6.78E-05,0.000193058,0.000141602
scaffold_17054_c1_4_ExbB-family,0.000438879,0.000288201,0.000410416,0.0002542
scaffold_1705864_c1_1_ExbD-family,0.000537781,0.000719376,0.000232826,0.000628435
scaffold_170619_c1_2_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.00020415,0.000195505,0.000104404,6.81E-05
scaffold_170666_c1_1_ExbB-family,4.88E-05,6.23E-05,5.55E-05,0.000182277
scaffold_170666_c1_2_ExbD-family,9.96E-05,0,9.06E-05,0.000292321
scaffold_170784_c1_3_ExbD-family,2.56E-05,0.000163495,0.000186261,0.000245909
scaffold_170784_c1_4_ExbB-family,0.000415591,0.000397992,0.000323865,0.000205872
scaffold_170839_c1_3_ExbB-family,0.002922126,0.004297764,0.006149789,0.004699761
scaffold_17188_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000124535,0.00031803,0.000271736,0.000265747
scaffold_17227_c1_1_ExbB-family,0,4.26E-05,0.002456846,0.001050065
scaffold_17227_c1_2_ExbD-family,1.84E-05,0.000187606,0.002170689,0.001175727
scaffold_17227_c1_3_ExbD-family,0,0.000178586,0.001689394,0.000788771
scaffold_1723469_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000237158,0.000134587,0.000215617,0.000393613
scaffold_1725_c1_10_ExbD-family,0.000781158,0.000687888,0.000783674,0.00034488
scaffold_1725_c1_11_ExbB-family,0.001163656,0.000789351,0.00104143,0.000543186
scaffold_17284_c1_2_ExbD-family,0.000265432,0.000237246,4.83E-05,2.83E-05
scaffold_17284_c1_3_ExbB-family,0.000593311,0.000195505,0,0.000163364
scaffold_17284_c1_4_TonB-family,0.000197453,0.000147071,0.000179518,3.51E-05
scaffold_17284_c1_5_HatD-family-substrate-binding-protein,0.002240754,0.001275257,4.66E-05,9.56E-05
scaffold_17284_c1_6_PirA-family-siderophore-receptor,0.011324454,0.007897171,0.000221276,0.000168027
scaffold_1730555_c1_1_PF04773_FecR,0.000573378,0.000481664,0.000301804,0.00019319
scaffold_173190_c1_3_ExbD-family,0.000154086,3.93E-05,0.000448288,0.000822013
scaffold_173190_c1_4_ExbB-family,0.000407671,0.001769846,0.001156403,0.000574156
scaffold_1733615_c1_2_ExbB-family,0.000993805,0.002163002,0.000472304,0.000674765
scaffold_173466_c1_2_FeoB-family-iron-transporter,0.000112235,0.000207799,5.10E-05,6.59E-05
scaffold_1741475_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000243783,0.000596618,0.000757269,0.000476859
scaffold_1744_c1_6_ExbD-family,2.82E-05,3.60E-05,0.000281918,0.000360921
scaffold_1744_c1_7_ExbD-family,0.000197325,0.000251959,0.000640722,0.000330844
scaffold_1744_c1_8_ExbB-family,0.000662506,0.000639151,0.00101727,0.001193816
scaffold_1749495_c1_1_YfeA-family-iron-binding-proteins,0.000350174,0.000378338,0.000318368,0.00034488
scaffold_17510_c1_5_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000282949,0.00012043,0.000123861,6.71E-05
scaffold_175301_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0,0.0004789,0.00010378,0.000469764
scaffold_175499_c1_3_PF04773_FecR,3.83E-05,4.89E-05,9.57E-05,0.000142944
scaffold_175580_c1_1_PF04773_FecR,0.001379333,0.001296906,0.003340328,0.002903236
scaffold_17559_c1_1_ExbB-family,0.001067346,0.003359617,0.000541618,0.001483102
scaffold_17559_c1_3_ExbD-family,0.000251244,0.000979302,9.62E-05,0.000832415
scaffold_17559_c1_4_ExbD-family,0.000272113,0.001231881,0.000112453,0.000580665
scaffold_1759826_c1_1_PF00210-Ferritin_like_domain,0,4.11E-05,8.78E-05,0
scaffold_17654_c1_2_HmuY-substrate-binding-protein,0.004155913,0.003136719,1.60E-05,5.64E-05
scaffold_17654_c1_3_PirA-family-siderophore-receptor,0.000238298,0.000146052,1.73E-05,5.09E-05
scaffold_17654_c1_4_HmuY-substrate-binding-protein,0.000386631,0.000667133,3.80E-05,0
scaffold_176651_c1_1_ExbD-family,0.000343599,0.000658098,0.000807007,0.00073321
scaffold_176651_c1_2_ExbD-family,0.000611164,0.000780377,0.001041847,0.000798803
scaffold_176651_c1_4_ExbB-family,0.001702603,0.001771411,0.003019468,0.001323203
scaffold_177313_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000145457,7.43E-05,0.000105796,6.21E-05
scaffold_1777683_c1_2_PF01325-Iron_dependent_repressor-dtxR_family_N,0.000158105,6.73E-05,0.000119787,0.000253037
scaffold_17832_c1_1_ExbB-family,0.000204293,0.000313028,3.71E-05,2.91E-05
scaffold_17832_c1_2_ExbB-family,0.000443466,0,0.000354804,0.000397453
scaffold_17832_c1_3_ExbD-family,0.000323238,0.000515916,0.000220408,0.00017244
scaffold_17832_c1_4_ExbD-family,0,0.000273132,0.000121549,0.000228229
scaffold_17832_c1_5_TonB-family,6.99E-05,4.46E-05,0.000254317,0.000261147
scaffold_178410_c1_4_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000371064,0.0004738,0.000573512,0.000448696
scaffold_17849_c1_4_TonB-family,0.00045053,0.000801268,0.000541268,0.000343354
scaffold_17849_c1_5_ExbD-family,0.001035186,0.002236891,0.00062744,0.001869149
scaffold_17849_c1_6_ExbB-family,0.000519489,0.000902116,0.000547872,0.000886834
scaffold_17849_c1_7_ExbB-family,0.00126378,0.002925452,0.002461063,0.002992569
scaffold_1788830_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000316211,0.000841167,0.000311447,0.000477959
scaffold_17891_c1_4_YfeB-family-membrane-proteins,0.000246918,0.000300951,0.000214286,0.000371225
scaffold_17891_c1_5_FbpB-FutB-family-iron-permease,0.000179406,1.76E-05,0.000156837,0.000265041
scaffold_17891_c1_6_FutA1-family-iron-binding-proteins,0.002570024,0.000816993,0.000164822,0.000352718
scaffold_17922_c1_1_ExbD-family,0.001425643,0.001028901,0.000901671,0.001058155
scaffold_17922_c1_2_ExbD-family,0.001055736,0.00217184,0.000977618,0.001397599
scaffold_17922_c1_3_ExbB-family,0.001563169,0.001554751,0.001690463,0.001948728
scaffold_179227_c1_2_ExbB-family,0.00035896,0.000458346,0.000255409,0.000283083
scaffold_1792296_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000206951,0.000792749,0.001128921,0.000757054
scaffold_179439_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000215315,0.000305477,0.00026101,0.000204205
scaffold_1795537_c1_1_PF01475-Iron_dependent_repressor-fur_family,2.41E-05,0.000246,0.000481687,0.000128474
scaffold_17979_c1_6_ExbD-family,0.001038978,0.001025132,0.001288101,0.001310096
scaffold_17979_c1_7_ExbD-family,0.000877757,0.001080755,0.001125793,0.000685672
scaffold_17979_c1_9_ExbB-family,0.002393361,0.003506123,0.002378387,0.003978878
scaffold_179836_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000163012,0.000160112,0.000171007,8.03E-05
scaffold_180451_c1_1_ExbB-family,0.000134185,0.000222739,0.000243995,0.000386558
scaffold_180480_c1_2_ExbB-family,0.001174092,0.001582451,0.00240176,0.002505407
scaffold_180480_c1_3_ExbD-family,0.001515177,0.001470361,0.002479595,0.0025866
scaffold_1805_c1_4_PvdR-family-sideropore-export,0.000358521,0.000653978,0.000411326,0.000400741
scaffold_1805_c1_9_PvdT-family-siderophore-export,0.000841618,0.001257123,0.000620801,0.000931854
scaffold_180647_c1_1_ExbB-family,0.001156282,0.001882974,0.00214822,0.001877371
scaffold_180647_c1_2_ExbD-family,0.001104395,0.000687888,0.001542859,0.00132204
scaffold_18095_c1_4_PF01475-Iron_dependent_repressor-fur_family,0.000159259,0.000135569,0.00031372,0.000311525
scaffold_181141_c1_2_PF00210-Ferritin_like_domain,0.000409738,0.00088287,0.001094281,0.000792374
scaffold_1815732_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000191391,0.000597376,0.000212675,0.000408411
scaffold_18169_c1_3_FeoB-family-iron-transporter,0.000526942,0.000452999,0.000279859,0.000306161
scaffold_18169_c1_4_FeoA-family-iron-transporter,0.000956954,0.000366572,0.00052202,0.000714719
scaffold_181751_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,4.28E-05,0.000437011,0.000155582,0.000159761
scaffold_181951_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000382781,0.000279293,0.000497162,0.000291722
scaffold_1820_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.00017714,0.00029404,0.00045094,0.0002349
scaffold_1822002_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000424692,0.000135569,0.000410249,0.000254884
scaffold_18252_c1_7_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000156405,9.99E-05,0.000248848,8.34E-05
scaffold_1826039_c1_2_PF00210-Ferritin_like_domain,0.002709946,0.021145983,0.006022625,0.005634505
scaffold_18293_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.001137548,0.001523936,0.000474726,0.000974949
scaffold_1832061_c1_1_YfeA-family-iron-binding-proteins,0.000305867,0.001649002,0.000339882,0.00047139
scaffold_1840725_c1_1_PF01475-Iron_dependent_repressor-fur_family,7.85E-05,0.000133619,0.000380561,0.000223304
scaffold_1843020_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000749492,0.000531669,0.000731891,0.000414646
scaffold_1845914_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000727285,0.000265328,9.45E-05,0.000332563
scaffold_18485_c1_4_PF01475-Iron_dependent_repressor-fur_family,0.000885182,0.000672048,0.00130505,0.002067579
scaffold_184891_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000805462,0.001270464,0.001529218,0.001200621
scaffold_1849486_c1_1_PF04773_FecR,0.000172417,0.00050035,0.00025651,0.000334474
scaffold_185077_c1_2_FpvE-family-permease,0.000375801,0.000225811,0.00010049,0.000129723
scaffold_185077_c1_3_PvuD-family-ATP-binding-protein,0.000149815,3.48E-05,8.67E-05,5.81E-05
scaffold_18509_c1_2_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.001091404,0.001728285,0.000918609,0.001032267
scaffold_18537_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000663402,0.000533346,0.000692499,0.000681604
scaffold_1854071_c1_2_PF00210-Ferritin_like_domain,0.000136366,0.000261182,8.27E-05,7.27E-05
scaffold_18557_c1_4_FpvE-family-permease,0.000166713,0.000106435,5.68E-05,0.000177875
scaffold_18557_c1_5_HatD-family-substrate-binding-protein,0.000419587,0.000146116,2.31E-05,5.43E-05
scaffold_18557_c1_6_PirA-family-siderophore-receptor,0.000730556,0.000341108,0.0003321,0.000273396
scaffold_185578_c1_1_FbpB-FutB-family-iron-permease,6.61E-05,0,1.72E-05,7.05E-05
scaffold_185578_c1_2_FutA1-family-iron-binding-proteins,0.000443466,0.000198187,0.000262071,0.000165606
scaffold_18584_c1_1_PirA-family-siderophore-receptor,0.001606601,0.002581329,0.001908961,0.001981599
scaffold_18584_c1_3_ExbB-family,6.44E-05,0.000102727,0.000182861,0.000154509
scaffold_18618_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000252969,0.000376843,0.000297072,0.000393613
scaffold_1862792_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000132716,0.000338923,7.24E-05,0.000396486
scaffold_186296_c1_4_ExbB-family,5.89E-05,3.76E-05,0.000214162,6.28E-05
scaffold_18733_c1_1_YfeA-family-iron-binding-proteins,0.000307971,0.000483986,0.000107691,0.000581353
scaffold_18733_c1_2_YfeB-family-membrane-proteins,9.61E-05,0.00021026,9.98E-05,0.000234258
scaffold_18733_c1_3_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,5.11E-05,5.59E-05,1.33E-05,4.67E-05
scaffold_187589_c1_2_PF04773_FecR,0.000119112,0.000116305,5.10E-05,8.97E-05
scaffold_187768_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000199941,0.000494641,5.68E-05,0.000186662
scaffold_188_c1_16_ExbB-family,0.001363659,0.002943485,0.001431671,0.001506926
scaffold_188_c1_17_ExbD-family,0.000700181,0.000865201,0.000739258,0.000674765
scaffold_188086_c1_2_ExbB-family,0,0.000342359,0.000213298,0.000107278
scaffold_188150_c1_2_PF00210-Ferritin_like_domain,0.001003804,0.002273255,0.003168371,0.006405878
scaffold_18855_c1_4_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000665199,0.000577574,0.000395122,0.000473159
scaffold_1898642_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000373605,0.000254424,0.000203802,0.000478344
scaffold_190205_c1_1_ExbB-family,6.84E-05,0.000314204,0.000248581,0.000175033
scaffold_190205_c1_3_ExbD-family,5.30E-05,9.02E-05,0.000160492,0.000188345
scaffold_19038_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000137594,0.000476874,5.36E-05,0.000356531
scaffold_190571_c1_1_FbpB-FutB-family-iron-permease,0.000190278,8.10E-05,5.77E-05,0.000169182
scaffold_190571_c1_2_FutA1-family-iron-binding-proteins,0.000830282,0.000416013,0.000783533,0.000605534
scaffold_191256_c1_2_PF04773_FecR,0,7.44E-05,0.000166441,0
scaffold_191350_c1_2_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.001989533,0.001185509,0.000934559,0.00183971
scaffold_19138_c1_2_ExbB-family,3.07E-05,0.000313468,0.000153449,0.000130967
scaffold_191414_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,7.62E-05,0.000194481,0.000103857,0.000385959
scaffold_191785_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000224471,0.000171972,2.04E-05,7.19E-05
scaffold_1921398_c1_1_PF04773_FecR,0.001004801,0.001099716,0.000913535,0.000867873
scaffold_1923645_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000473581,0.000669491,0.001214809,0.000757934
scaffold_192450_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000549388,0.000334046,0.000475702,0.000446607
scaffold_19277_c1_3_PF01475-Iron_dependent_repressor-fur_family,5.09E-05,6.49E-05,0.000231198,0.000515511
scaffold_192801_c1_1_FutA2-family-iron-binding-proteins,0.002396734,0.000457289,0.000275511,0.000176359
scaffold_192801_c1_2_FbpB-FutB-family-iron-permease,0.000379925,0.00065837,0.000567469,0.000593567
scaffold_192813_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000334158,0.000100394,0.000232322,0.000188752
scaffold_193097_c1_1_PF04773_FecR,0.000160968,5.61E-05,0.000252782,3.12E-05
scaffold_1931693_c1_2_ExbB-family,0.00020364,0.000408605,2.64E-05,3.10E-05
scaffold_193447_c1_2_PF04773_FecR,3.83E-05,0.000244811,0.000191744,0.000136376
scaffold_1940_c1_2_PF04773_FecR,0.000210145,0.000128331,4.15E-05,0.000116982
scaffold_1941294_c1_2_PF01475-Iron_dependent_repressor-fur_family,5.02E-05,0.000320224,0.000319212,8.03E-05
scaffold_19454_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000167467,0.000122191,0.000108754,2.55E-05
scaffold_194616_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000694598,0.00101734,0.000687229,0.001373223
scaffold_19495_c1_6_ExbB-family,0.001121364,0.001186379,0.000626271,0.000666591
scaffold_19495_c1_7_ExbD-family,0.000438434,0.00039517,0.000164134,0.000192619
scaffold_19495_c1_8_TonB-family,3.43E-05,0.000131413,0,0.00012811
scaffold_19561_c1_5_PirA-family-siderophore-receptor,0.001165382,0.000420234,4.41E-05,4.03E-05
scaffold_1956424_c1_2_PF00210-Ferritin_like_domain,0.000139862,0.000500042,0.000406908,0.000268609
scaffold_196006_c1_1_PF04773_FecR,0.000126362,0.000143421,0.000280829,0.000119842
scaffold_1963817_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000172252,0.000977525,0.000504619,0.001082288
scaffold_19643_c1_1_FbpB-FutB-family-iron-permease,3.55E-05,0.000126964,7.10E-05,0.000151559
scaffold_19643_c1_3_FutA2-family-iron-binding-proteins,0.001312555,0.000206061,8.80E-05,0.000160706
scaffold_19670_c1_1_PF00210-Ferritin_like_domain,4.49E-05,0.000343944,0.001591839,0.00098195
scaffold_19672_c1_1_ExbB-family,0.000454553,0.000386937,0.000307924,0.000294796
scaffold_19672_c1_4_PirA-family-siderophore-receptor,0.000243906,0.00015855,0.000225784,0.000250774
scaffold_196963_c1_2_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000847755,0.000883071,0.001724054,0.000975926
scaffold_1970500_c1_1_YfeA-family-iron-binding-proteins,0.000277354,0.000314796,0.000196126,0.000361686
scaffold_1973388_c1_1_ExbD-family,0.000341886,0.000992146,0.000762952,0.000762716
scaffold_1978569_c1_1_PF00210-Ferritin_like_domain,0,0.000163879,0.001750302,0.00077598
scaffold_1979574_c1_2_ExbB-family,0.000119882,0.000153074,0.000145324,8.53E-05
scaffold_19797_c1_9_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.001324031,0.000904837,0.001220724,0.000616805
scaffold_19819_c1_7_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,9.66E-05,3.09E-05,8.79E-05,9.02E-05
scaffold_1990_c1_16_PF01475-Iron_dependent_repressor-fur_family,0.000242428,0.000450254,0.000160297,0.000164602
scaffold_1993557_c1_1_PF00210-Ferritin_like_domain,0.000269365,0.000315282,0.001163267,0.0009101
scaffold_199649_c1_1_PF00210-Ferritin_like_domain,0.00103161,0.000658616,0.001148938,0.001183232
scaffold_2001600_c1_1_PF04773_FecR,6.52E-05,0.000208217,0.00010378,5.22E-05
scaffold_20019_c1_3_ExbB-family,7.47E-05,4.24E-05,0.000286833,0.000212597
scaffold_200889_c1_1_PvdT-family-siderophore-export,3.16E-05,0.000323008,0.000172494,0.000725373
scaffold_200889_c1_3_PvdR-family-sideropore-export,6.63E-05,0.000381056,0.000281372,0.000636823
scaffold_201358_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000666215,0.000850671,0.001009504,0.000621969
scaffold_2023123_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000144494,0.0003075,0,0.000154168
scaffold_202378_c1_2_PF04773_FecR,0.001249248,0.001989962,0.001315703,0.001029361
scaffold_202419_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000172576,6.30E-05,6.72E-05,0.00011837
scaffold_202544_c1_2_YfeB-family-membrane-proteins,5.77E-05,0.000110553,0.000183674,0.000461893
scaffold_202544_c1_3_YfeA-family-iron-binding-proteins,9.45E-05,0,0.000182481,0.000466092
scaffold_2029644_c1_1_PF00210-Ferritin_like_domain,0.000958858,0.001386043,0.000937558,0.000424666
scaffold_203390_c1_1_ExbD-family,0.00705894,0.011034533,0.009373841,0.011685348
scaffold_203390_c1_2_ExbB-family,0.004259811,0.00780065,0.007216802,0.009644325
scaffold_203390_c1_3_ExbB-family,0.018327235,0.018278685,0.022847972,0.031093852
scaffold_20413_c1_2_ExbD-family,0.000336706,0.000831198,0.000653062,0.00098195
scaffold_20413_c1_3_ExbD-family,0.000647322,0.001677402,0.001263598,0.000893799
scaffold_20413_c1_5_ExbB-family,0.002739944,0.00386937,0.002089288,0.002990757
scaffold_2041786_c1_1_PF00210-Ferritin_like_domain,0.000441808,0.000564132,0.000741561,0.000362608
scaffold_2045_c1_2_TonB-family,0.00145457,0.001970547,0.000548333,0.000889538
scaffold_2045_c1_3_ExbD-family,0.000481291,0.001126669,0.000753602,0.000456459
scaffold_2045_c1_4_ExbB-family,0.000677977,0.00139035,0.000821862,0.000745292
scaffold_2045_c1_5_ExbB-family,0.001350896,0.002467037,0.001970823,0.001424586
scaffold_20459_c1_2_ExbB-family,5.25E-05,0.000229769,0.000463539,0.00038399
scaffold_20459_c1_3_ExbB-family,0.000126119,0.000134198,0.00034399,0.000448543
scaffold_20459_c1_4_ExbD-family,0.000291976,0.000237246,0.000555043,0.000368166
scaffold_20459_c1_5_TonB-family,7.27E-05,9.29E-05,0.000231429,0.000310392
scaffold_2046119_c1_1_PF00210-Ferritin_like_domain,0.000422413,0.000773874,0.000500928,0.000489886
scaffold_20474_c1_5_PF04773_FecR,0.000150971,0.000217914,0.000190968,0.000126062
scaffold_205047_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000100546,0,3.05E-05,0.000107278
scaffold_205196_c1_2_PF00210-Ferritin_like_domain,0,0.000176326,4.18E-05,0.000147338
scaffold_2052508_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000925635,0.000991966,0.00160798,0.001763591
scaffold_205534_c1_3_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000306871,0.000254693,5.58E-05,3.27E-05
scaffold_206102_c1_2_ExbD-family,0.000347599,0.000170707,4.86E-05,0
scaffold_206102_c1_3_TonB-family,0.000427815,0.000477981,0.000226891,9.51E-05
scaffold_206269_c1_3_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0,0.000211057,0.000150278,7.05E-05
scaffold_2068472_c1_1_PF00210-Ferritin_like_domain,0,0.000271535,0.000116004,0.000363032
scaffold_20687_c1_3_PirA-family-siderophore-receptor,0.000104196,6.65E-05,9.47E-06,2.22E-05
scaffold_206970_c1_4_ExbB-family,0.000189256,3.45E-05,6.15E-05,0.000115387
scaffold_207092_c1_2_ExbD-family,0.000503153,0.001547748,0.000852523,0.00090287
scaffold_207092_c1_3_ExbD-family,0.00093508,0.001956796,0.001180759,0.00155196
scaffold_207092_c1_4_ExbB-family,0.0010367,0.001527383,0.001537059,0.00165066
scaffold_20717_c1_2_ExbB-family,3.32E-05,4.24E-05,0.000709534,0.000212597
