Gene,2.5nM_DFB_A,2.5nM_DFB_B,2.5nM_Fe_A,2.5nM_Fe_B
Ga0401699_0013645_229_6534_Thrombospondin_type_1_repeats,209.6821143,220.0331395,23.60499824,17.19835955
Ga0401699_0013654_1454_2032_Belongs_to_the_complex_I_30_kDa_subunit_family,15.28047797,14.02171968,0,0
Ga0401699_0013654_252_1400_Component_of_the_ubiquinol-cytochrome_c_reductase_complex_complex_III_or_cytochrome_b-c1_complex_that_is_part_of_the_mitochondrial_respiratory_chain._The_b-c1_complex_mediates_electron_transfer_from_ubiquinol_to_cytochrome_c._Contributes_to_the_generation_of_a_proton_gradient_across_the_mitochondrial_membrane_that_is_then_used_for_ATP_synthesis,12.73373164,32.35781464,0,1.719835955
Ga0401699_0013654_3841_4632_Cytochrome_C_oxidase_subunit_II__periplasmic_domain,43.29468757,45.30094049,0,0
Ga0401699_0013654_4965_6455_Cytochrome_C_and_Quinol_oxidase_polypeptide_I,88.28720603,112.1737574,0.715302977,0
Ga0401699_0013688_151_6606_cytoskeletal_protein_binding,25.46746328,11.86453203,0,0
Ga0401699_0013705_36_6536_coreceptor_activity_involved_in_Wnt_signaling_pathway__planar_cell_polarity_pathway,66.21540452,56.0868787,0,0
Ga0401699_0013868_17_5014_DNA_Polymerase_alpha_zinc_finger,6.791323541,4.314375285,0,0
Ga0401699_0013904_3_6536_Hemolysin-type_calcium-binding,42.44577213,25.88625171,0,1.719835955
Ga0401699_0013940_40_6588_negative_regulation_of_extracellular_matrix_constituent_secretion,83.19371338,34.51500228,5.722423815,6.019425843
Ga0401699_0013967_1228_1674_PFAM_Ferritin_Dps_family_protein,13.58264708,32.35781464,212.4449841,254.5357214
Ga0401699_0014045_51_6566_PFAM_short-chain_dehydrogenase_reductase_SDR,19.52505518,45.30094049,0,0.859917978
Ga0401699_0014073_1997_6559_negative_regulation_of_phosphatase_activity,71.30889718,38.82937756,1.430605954,3.43967191
Ga0401699_0014233_17_6526_,578.9603319,285.8273626,13.59075656,9.459097753
Ga0401699_0014335_628_6435_TNFR/NGFR_cysteine-rich_region,47.53926479,47.45812813,7.868332746,1.719835955
Ga0401699_0014336_3754_4191_photosynthesis,49.23709567,45.30094049,150.9289281,187.4621191
Ga0401699_0014620_3610_4236_One_of_the_primary_rRNA_binding_proteins__it_binds_directly_near_the_3'-end_of_the_23S_rRNA__where_it_nucleates_assembly_of_the_50S_subunit,16.97830885,12.94312585,96.56590188,49.01532472
Ga0401699_0014683_2080_2655_This_is_1_of_the_proteins_that_binds_and_probably_mediates_the_attachment_of_the_5S_RNA_into_the_large_ribosomal_subunit__where_it_forms_part_of_the_central_protuberance._In_the_70S_ribosome_it_contacts_protein_S13_of_the_30S_subunit_bridge_B1b__connecting_the_2_subunits,0,12.94312585,0,0
Ga0401699_0014683_4000_6012_Belongs_to_the_complex_I_75_kDa_subunit_family,16.12939341,85.20891188,5.722423815,0
Ga0401699_0014728_106_6342_Acetyl-CoA_carboxylase__central_region,4.244577213,1.078593821,67.23847983,116.948845
Ga0401699_0014729_1419_3488_Belongs_to_the_complex_I_75_kDa_subunit_family,42.44577213,36.67218992,0,0
Ga0401699_0014729_3554_4171_Belongs_to_the_complex_I_subunit_6_family,24.61854784,6.471562927,0,0
Ga0401699_0014729_391_1404_NDH-1_shuttles_electrons_from_NADH__via_FMN_and_iron-_sulfur_Fe-S_centers__to_quinones_in_the_respiratory_chain._The_immediate_electron_acceptor_for_the_enzyme_in_this_species_is_believed_to_be_ubiquinone._Couples_the_redox_reaction_to_proton_translocation_for_every_two_electrons_transferred__four_hydrogen_ions_are_translocated_across_the_cytoplasmic_membrane__and_thus_conserves_the_redox_energy_in_a_proton_gradient._This_subunit_may_bind_ubiquinone,22.92071695,12.94312585,0,0
Ga0401699_0014729_4325_6340_NADH-Ubiquinone_oxidoreductase_complex_I__chain_5_N-terminus,45.8414339,35.5935961,0.715302977,0
Ga0401699_0014766_195_6425_regulation_of_canonical_Wnt_signaling_pathway_involved_in_osteoblast_differentiation,40.74794125,19.41468878,0,0
Ga0401699_0014795_2_6421_PFAM_SMP-30_Gluconolaconase,101.8698531,64.71562927,3.576514884,4.299589888
Ga0401699_0014796_19_6423_Matrilin_1,0.848915443,0,2.861211908,0
Ga0401699_0014804_215_394_Photosystem_II_protein_J,135.8264708,198.4612631,427.0358772,317.3097337
Ga0401699_0014858_2271_2636_NDH-1_shuttles_electrons_from_NADH__via_FMN_and_iron-_sulfur_Fe-S_centers__to_quinones_in_the_respiratory_chain._The_immediate_electron_acceptor_for_the_enzyme_in_this_species_is_believed_to_be_ubiquinone._Couples_the_redox_reaction_to_proton_translocation_for_every_two_electrons_transferred__four_hydrogen_ions_are_translocated_across_the_cytoplasmic_membrane__and_thus_conserves_the_redox_energy_in_a_proton_gradient,104.4165994,72.26578602,12.16015061,4.299589888
Ga0401699_0014858_2765_3520_ATP_synthase_A_chain,215.6245224,447.6164358,30.75802801,32.67688315
Ga0401699_0014858_3569_4267_Subunits_I__II_and_III_form_the_functional_core_of_the_enzyme_complex,315.7965447,559.7901932,29.32742205,49.01532472
Ga0401699_0014858_4565_5722_Component_of_the_ubiquinol-cytochrome_c_reductase_complex_complex_III_or_cytochrome_b-c1_complex_that_is_part_of_the_mitochondrial_respiratory_chain._The_b-c1_complex_mediates_electron_transfer_from_ubiquinol_to_cytochrome_c._Contributes_to_the_generation_of_a_proton_gradient_across_the_mitochondrial_membrane_that_is_then_used_for_ATP_synthesis,279.2931806,429.2803409,28.61211908,43.85581686
Ga0401699_0014858_5771_6373_NADH_dehydrogenase_ubiquinone,97.6252759,184.4395434,14.30605954,6.879343821
Ga0401699_0015021_35_6379_translation_initiation_factor_activity,20.37397062,14.02171968,0,0
Ga0401699_0015043_760_6009_regulation_of_choline_O-acetyltransferase_activity,38.20119492,51.77250342,3.576514884,1.719835955
Ga0401699_0015093_9_6311_Thrombospondin_type_1_repeats,75.55347439,63.63703545,6.437726792,10.31901573
Ga0401699_0015107_226_6339_Thrombospondin_type_1_repeats,124.7905701,56.0868787,5.722423815,9.459097753
Ga0401699_0015174_36_6311_translation_initiation_factor_activity,42.44577213,23.72906407,2.861211908,0
Ga0401699_0015661_1_6264_,43.29468757,38.82937756,6.437726792,5.159507865
Ga0401699_0015744_50_6100_homophilic_cell_adhesion_via_plasma_membrane_adhesion_molecules,38.20119492,20.4932826,1.430605954,2.579753933
Ga0401699_0015823_88_6159_Chromatin_assembly_factor_1_subunit_B._Source_PGD,19.52505518,21.57187642,0,0.859917978
Ga0401699_0016176_1_6084_dynein_light_chain_binding,22.07180151,17.25750114,0.715302977,1.719835955
Ga0401699_0016184_2_5473_Pleckstrin_homology_domain,14.43156252,9.707344391,0,0
Ga0401699_0016237_1_6141_regulation_of_membrane_repolarization_during_atrial_cardiac_muscle_cell_action_potential,112.0568384,131.5884462,5.007120838,3.43967191
Ga0401699_0016422_2_5845_Thrombospondin_type_1_repeats,22.07180151,12.94312585,0,0
Ga0401699_0016455_4303_5268_translation_initiation_factor_activity,87.43829059,49.61531578,30.75802801,42.1359809
Ga0401699_0016562_441_6083_,27.16529416,14.02171968,0,0.859917978
Ga0401699_0016658_18_749_Catalyzes_the_oxidation_of_the_C8_methyl_side_group_on_heme_O_porphyrin_ring_into_a_formyl_group,66.21540452,179.0465743,7.868332746,19.77811348
Ga0401699_0016737_26_6091_PA14,18.67613974,20.4932826,0,0
Ga0401699_0016878_3_6062_Dynein_heavy_chain._Source_PGD,51.783842,32.35781464,2.861211908,3.43967191
Ga0401699_0016987_31_6045_,89.98503692,65.7942231,8.583635723,12.03885169
Ga0401699_0017070_6_3503_calcium_ion_binding,115.4525002,76.58016131,37.91105778,32.67688315
Ga0401699_0017219_2_6010_Source_PGD,16.12939341,12.94312585,0,0
Ga0401699_0017314_399_5921_,57.7262501,57.16547253,0,0
Ga0401699_0017432_17_5935_Thrombospondin_type_1_repeats,18.67613974,18.33609496,0,0
Ga0401699_0017505_150_5777_It_is_involved_in_the_biological_process_described_with_transmembrane_transport,12.73373164,9.707344391,0.715302977,0
Ga0401699_0017559_1690_2418_alpha-1_4-glucosidase_activity,60.27299643,103.5450068,36.48045182,29.23721124
Ga0401699_0017559_3052_4845_Belongs_to_the_glycosyl_hydrolase_31_family,178.272243,225.4261086,83.6904483,122.1083528
Ga0401699_0017657_488_1726_chitin_binding,195.2505518,140.2171968,0.715302977,2.579753933
Ga0401699_0017817_2413_2838_photosynthesis,6.791323541,18.33609496,46.4946935,30.95704719
Ga0401699_0017839_207_1502_amino_acid_transport_system__periplasmic_component,133.2797245,168.2606361,1.430605954,0
Ga0401699_0017988_105_1484_serine_transport,210.5310298,255.6267356,0.715302977,1.719835955
Ga0401699_0018016_34_5475_Sodium_potassium-transporting_ATPase_subunit_alpha._Source_PGD,121.3949083,98.15203773,31.47333098,16.33844157
Ga0401699_0018161_113_5875_,478.7883096,420.6515903,51.50181434,43.85581686
Ga0401699_0018612_2_5818_phosphatidylethanolamine_binding,40.74794125,25.88625171,5.007120838,0
Ga0401699_0018705_1992_2411_PsaD,39.05011036,34.51500228,216.021499,289.7923584
Ga0401699_0018705_4462_4821_rRNA_binding,6.791323541,3.235781464,26.46621015,47.29548877
Ga0401699_0018705_612_1094_Component_of_the_cytochrome_b6-f_complex__which_mediates_electron_transfer_between_photosystem_II_PSII_and_photosystem_I_PSI__cyclic_electron_flow_around_PSI__and_state_transitions,43.29468757,62.55844163,115.1637793,160.8046618
Ga0401699_0018759_4_5715_Piezo_non-specific_cation_channel__R-Ras-binding_domain,22.07180151,26.96484553,0,0
Ga0401699_0018949_168_5774_semaphorin-plexin_signaling_pathway,25.46746328,40.98656521,10.01424168,8.599179776
Ga0401699_0019046_511_5760_Kelch,19.52505518,8.62875057,0,0
Ga0401699_0019112_1_5754_Source_PGD,28.01420961,30.20062699,0.715302977,1.719835955
Ga0401699_0019217_3_5624_Ubiquitin-protein_ligase,22.07180151,7.550156749,0,0
Ga0401699_0019244_2193_5561_Thermolysin_metallopeptidase__catalytic_domain,14.43156252,6.471562927,0,0
Ga0401699_0019473_3424_3843_PsaD,81.49588249,113.2523512,449.2102695,602.8025023
Ga0401699_0019473_3912_4661_Component_of_the_cytochrome_b6-f_complex__which_mediates_electron_transfer_between_photosystem_II_PSII_and_photosystem_I_PSI__cyclic_electron_flow_around_PSI__and_state_transitions,29.71204049,97.07344391,160.9431698,147.0459742
Ga0401699_0019506_1826_3322_ATP_synthesis_coupled_electron_transport,180.8189893,313.870802,17.16727145,28.37729326
Ga0401699_0019506_92_1570_Core_subunit_of_the_mitochondrial_membrane_respiratory_chain_NADH_dehydrogenase_Complex_I_that_is_believed_to_belong_to_the_minimal_assembly_required_for_catalysis._Complex_I_functions_in_the_transfer_of_electrons_from_NADH_to_the_respiratory_chain._The_immediate_electron_acceptor_for_the_enzyme_is_believed_to_be_ubiquinone_By_similarity,135.8264708,286.9059564,20.02848335,24.93762135
Ga0401699_0019534_337_5604_Intraflagellar_transport_protein_172._Source_PGD,17.8272243,18.33609496,0.715302977,0
Ga0401699_0019624_448_939_Low-potential_cytochrome_c_that_plays_a_role_in_the_oxygen-evolving_complex_of_photosystem_II,44.14360302,56.0868787,63.66196494,79.97237192
Ga0401699_0019761_606_5297_microtubule_motor_activity,0.848915443,12.94312585,0,0
Ga0401699_0019825_2_5659_dynein_light_chain_binding,15.28047797,11.86453203,0.715302977,0
Ga0401699_0019834_162_5660_complement_activation__classical_pathway,20.37397062,8.62875057,0,0
Ga0401699_0019840_1140_1757_Belongs_to_the_complex_I_subunit_6_family,24.61854784,34.51500228,0,1.719835955
Ga0401699_0019840_142_510_Interacts_with_and_stabilizes_bases_of_the_16S_rRNA_that_are_involved_in_tRNA_selection_in_the_A_site_and_with_the_mRNA_backbone._Located_at_the_interface_of_the_30S_and_50S_subunits__it_traverses_the_body_of_the_30S_subunit_contacting_proteins_on_the_other_side_and_probably_holding_the_rRNA_structure_together._The_combined_cluster_of_proteins_S8__S12_and_S17_appears_to_hold_together_the_shoulder_and_platform_of_the_30S_subunit,24.61854784,16.17890732,0,0
Ga0401699_0019840_691_1122_One_of_the_primary_rRNA_binding_proteins__it_binds_directly_to_16S_rRNA_where_it_nucleates_assembly_of_the_head_domain_of_the_30S_subunit._Is_located_at_the_subunit_interface_close_to_the_decoding_center__probably_blocks_exit_of_the_E-site_tRNA,7.640238984,18.33609496,0,0
Ga0401699_0019861_877_5655_Phage_lysozyme,17.8272243,18.33609496,0,0
Ga0401699_0019895_3_5648_,498.3133648,369.9576807,55.07832922,43.85581686
Ga0401699_0019998_2843_3028_Subunits_I__II_and_III_form_the_functional_core_of_the_enzyme_complex,151.1069488,211.404389,50.07120838,50.73516068
Ga0401699_0020057_3191_5404_COG0145_N-methylhydantoinase_A_acetone_carboxylase__beta_subunit,140.071048,125.1168833,123.032112,184.8823652
Ga0401699_0020058_1_5604_,338.7172616,308.4778329,37.91105778,40.41614495
Ga0401699_0020076_127_5628_Tenascin_XB,35.65444859,14.02171968,0.715302977,2.579753933
Ga0401699_0020077_2_5290_phospholipid-translocating_ATPase_activity,14.43156252,15.1003135,0,1.719835955
Ga0401699_0020199_5_5476_,125.6394855,142.3743844,7.153029769,2.579753933
Ga0401699_0020225_237_5399_Clathrin_heavy_chain._Source_PGD,44.14360302,48.53672196,2.861211908,3.43967191
Ga0401699_0020259_1_5265_Patched_domain-containing_protein_2,41.59685669,29.12203317,7.153029769,4.299589888
Ga0401699_0020305_61_5478_,56.87733466,29.12203317,0,0
Ga0401699_0020306_115_5541_sodium:potassium-exchanging_ATPase_activity,196.9483827,148.8459473,0.715302977,0
Ga0401699_0020553_61_5307_Protein_of_unknown_function_DUF1501,78.10022072,72.26578602,70.81499471,112.6492551
Ga0401699_0020560_101_2920_Protein_of_unknown_function_DUF1620,10.18698531,14.02171968,0,0
Ga0401699_0020839_28_5535_acyl_transferase_domain,23.76963239,15.1003135,0,0
Ga0401699_0021068_2178_2987_Subunits_I__II_and_III_form_the_functional_core_of_the_enzyme_complex,221.5669305,187.6753249,1.430605954,0
Ga0401699_0021068_3010_3765_ATP_synthase_A_chain,217.3223533,206.0114199,0,6.879343821
Ga0401699_0021068_35_472_ATP_synthesis_coupled_electron_transport,5.093492656,10.78593821,0,0
Ga0401699_0021068_3944_4387_Core_subunit_of_the_mitochondrial_membrane_respiratory_chain_NADH_dehydrogenase_Complex_I_that_is_believed_to_belong_to_the_minimal_assembly_required_for_catalysis._Complex_I_functions_in_the_transfer_of_electrons_from_NADH_to_the_respiratory_chain._The_immediate_electron_acceptor_for_the_enzyme_is_believed_to_be_ubiquinone,57.7262501,65.7942231,1.430605954,0
Ga0401699_0021068_4389_4679_Belongs_to_the_ATPase_C_chain_family,58.57516554,71.1871922,2.145908931,0.859917978
Ga0401699_0021068_622_2160_Produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane._The_alpha_chain_is_a_regulatory_subunit,561.982023,545.7684735,5.722423815,7.739261798
Ga0401699_0021105_1_5028_Voltage-gated_Ion_Channel_VIC_Superfamily._Source_PGD,13.58264708,12.94312585,0,0
Ga0401699_0021219_190_5496_Thrombospondin_type_1_repeats,78.10022072,43.14375285,0,0
Ga0401699_0021243_14_5458_actin_binding,42.44577213,43.14375285,0,0
Ga0401699_0021455_210_5399_Clathrin_is_the_major_protein_of_the_polyhedral_coat_of_coated_pits_and_vesicles,50.93492656,102.466413,135.1922626,186.6022011
Ga0401699_0021713_287_5440_dynein_light_chain_binding,31.40987138,10.78593821,0,0
Ga0401699_0021792_48_5135_Belongs_to_the_cation_transport_ATPase_P-type_TC_3.A.3_family,129.8840627,52.85109724,3.576514884,0.859917978
Ga0401699_0021857_62_3892_Sel1-like_repeats.,10.18698531,5.392969106,0,0
Ga0401699_0021890_55_5370_Clathrin_is_the_major_protein_of_the_polyhedral_coat_of_coated_pits_and_vesicles,60.27299643,53.92969106,0.715302977,0
Ga0401699_0021904_86_5311_ABC_transporter_C_family_member,23.76963239,18.33609496,0.715302977,0.859917978
Ga0401699_0022054_3_5387_coreceptor_activity_involved_in_Wnt_signaling_pathway__planar_cell_polarity_pathway,63.6686582,49.61531578,0,0
Ga0401699_0022117_61_5397_Cadherin_domain,17.8272243,14.02171968,0,0
Ga0401699_0022161_3388_4452_Involved_in_chlorophyll_biosynthesis._Catalyzes_the_insertion_of_magnesium_ion_into_protoporphyrin_IX_to_yield_Mg-_protoporphyrin_IX,51.783842,85.20891188,277.537555,332.7882573
Ga0401699_0022161_4765_5067_Binds_16S_rRNA__required_for_the_assembly_of_30S_particles,13.58264708,38.82937756,108.7260525,120.3885169
Ga0401699_0022161_967_1311_rRNA_binding,5.093492656,6.471562927,96.56590188,120.3885169
Ga0401699_0022270_213_5372_negative_regulation_of_hyaluronan_biosynthetic_process,33.10770226,31.27922082,1.430605954,1.719835955
Ga0401699_0022286_70_5172_Hep_Hag_repeat_protein,184.214651,226.5047025,87.98226616,94.59097753
Ga0401699_0022601_18_5192_Clathrin_is_the_major_protein_of_the_polyhedral_coat_of_coated_pits_and_vesicles,26.31637872,23.72906407,65.0925709,90.29138765
Ga0401699_0022638_36_5342_negative_regulation_of_phosphatase_activity,67.06431997,46.37953431,5.722423815,1.719835955
Ga0401699_0022896_1926_2264_NADH-Ubiquinone_oxidoreductase_complex_I__chain_5_N-terminus,117.1503311,191.9897002,17.88257442,20.63803146
Ga0401699_0022913_1140_2732_Belongs_to_the_chaperonin_HSP60_family,6.791323541,4.314375285,111.5872644,133.2872865
Ga0401699_0022981_130_5103_allantoicase_activity,11.8848162,7.550156749,0,0
Ga0401699_0023050_7_5301_Beta-ketoacyl_synthase,23.76963239,14.02171968,0,0
Ga0401699_0023131_1690_2679_NDH-1_shuttles_electrons_from_NADH__via_FMN_and_iron-_sulfur_Fe-S_centers__to_quinones_in_the_respiratory_chain._The_immediate_electron_acceptor_for_the_enzyme_in_this_species_is_believed_to_be_ubiquinone._Couples_the_redox_reaction_to_proton_translocation_for_every_two_electrons_transferred__four_hydrogen_ions_are_translocated_across_the_cytoplasmic_membrane__and_thus_conserves_the_redox_energy_in_a_proton_gradient._This_subunit_may_bind_ubiquinone,101.0209377,120.802508,2.861211908,3.43967191
Ga0401699_0023131_208_768_This_is_1_of_the_proteins_that_binds_and_probably_mediates_the_attachment_of_the_5S_RNA_into_the_large_ribosomal_subunit__where_it_forms_part_of_the_central_protuberance._In_the_70S_ribosome_it_contacts_protein_S13_of_the_30S_subunit_bridge_B1b__connecting_the_2_subunits,4.244577213,12.94312585,0,0
Ga0401699_0023131_2701_4731_75_kDa_subunit,247.8833092,340.8356475,3.576514884,7.739261798
Ga0401699_0023144_1937_2653_cilium_movement,23.76963239,16.17890732,8.583635723,12.89876966
Ga0401699_0023287_86_310_ATP_synthesis_coupled_proton_transport,91.6828678,226.5047025,15.02136251,15.4785236
Ga0401699_0023400_100_5271_homophilic_cell_adhesion_via_plasma_membrane_adhesion_molecules,40.74794125,20.4932826,0,0
Ga0401699_0023552_154_1638_Proton-conducting_membrane_transporter,25.46746328,26.96484553,0,0
Ga0401699_0023552_1769_3307_Produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane._The_alpha_chain_is_a_regulatory_subunit,255.5235482,152.0817288,1.430605954,0
Ga0401699_0023552_3337_4146_Subunits_I__II_and_III_form_the_functional_core_of_the_enzyme_complex,98.47419134,74.42297367,0.715302977,0
Ga0401699_0023552_4162_4920_ATP_synthase_A_chain,58.57516554,61.47984781,0.715302977,0
Ga0401699_0023617_86_5152_DNA-dependent_RNA_polymerase_catalyzes_the_transcription_of_DNA_into_RNA_using_the_four_ribonucleoside_triphosphates_as_substrates,17.8272243,23.72906407,0.715302977,0.859917978
Ga0401699_0023710_635_5239_condensed_mesenchymal_cell_proliferation,17.8272243,18.33609496,0,1.719835955
Ga0401699_0023763_262_5232_,15.28047797,6.471562927,0,0.859917978
Ga0401699_0023785_2564_5230_,3.39566177,18.33609496,0,0
Ga0401699_0024068_1058_1867_Subunits_I__II_and_III_form_the_functional_core_of_the_enzyme_complex,69.6110663,69.03000456,0,1.719835955
Ga0401699_0024068_1897_3435_Produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane._The_alpha_chain_is_a_regulatory_subunit,196.9483827,204.932826,6.437726792,0
Ga0401699_0024068_285_1043_ATP_synthase_A_chain,73.00672807,80.89453659,0.715302977,0
Ga0401699_0024068_3568_5052_Proton-conducting_membrane_transporter,107.8122612,119.7239142,8.583635723,9.459097753
Ga0401699_0024127_2614_4680_NADH-Ubiquinone_oxidoreductase_complex_I__chain_5_N-terminus,5.942408098,71.1871922,2.145908931,1.719835955
Ga0401699_0024172_486_5084_Thrombospondin_type_1_repeats,39.05011036,22.65047025,1.430605954,0.859917978
Ga0401699_0024278_194_2452_chlorophyll_binding,722.4270417,733.4437984,237.4805883,233.0377719
Ga0401699_0024278_2479_4683_chlorophyll_binding,695.2617475,793.8450524,311.8720979,219.2790843
Ga0401699_0024458_126_5168_Peptidase_inhibitor_I9,56.87733466,29.12203317,0,0
Ga0401699_0024594_2464_5121_Acyltransferase_family,12.73373164,6.471562927,57.93954113,64.49384832
Ga0401699_0024594_342_2549_Copper_type_II_ascorbate-dependent_monooxygenase__N-terminal_domain,14.43156252,7.550156749,40.05696671,47.29548877
Ga0401699_0024652_3_4562_,10.18698531,15.1003135,0,0
Ga0401699_0024668_190_5148_calcium_ion_binding,25.46746328,8.62875057,0,0
Ga0401699_0024729_147_5135_Thrombospondin_type_1_repeats,28.86312505,29.12203317,1.430605954,0.859917978
Ga0401699_0024834_2_5134_Dynein_heavy_chain._Source_PGD,18.67613974,9.707344391,0,0
Ga0401699_0024844_133_3558_Belongs_to_the_TRAFAC_class_myosin-kinesin_ATPase_superfamily._Myosin_family,58.57516554,56.0868787,41.48757266,58.47442248
Ga0401699_0025033_60_5117_Thrombospondin_type_1_repeats,81.49588249,38.82937756,0,0.859917978
Ga0401699_0025355_236_4807_Chalcone_and_stilbene_synthases__C-terminal_domain,9.338069869,20.4932826,1.430605954,0.859917978
Ga0401699_0025495_32_5077_D-alanyl-D-alanine_carboxypeptidase,28.01420961,20.4932826,0,0
Ga0401699_0025566_151_4857_Sodium_potassium-transporting_ATPase_subunit_alpha._Source_PGD,153.6536951,141.2957906,11.44484763,12.03885169
Ga0401699_0025582_2308_3777_TIGRFAM_Bacteroidetes-specific,155.351526,183.3609496,419.1675445,344.827109
Ga0401699_0025958_83_4864_Actinin__alpha_2,5.942408098,15.1003135,1.430605954,5.159507865
Ga0401699_0026105_2245_5025_negative_regulation_of_phosphatase_activity,17.8272243,18.33609496,1.430605954,2.579753933
Ga0401699_0026242_3_4880_endocytosis,5.942408098,21.57187642,2.861211908,0
Ga0401699_0026311_79_5004_This_magnesium-dependent_enzyme_catalyzes_the_hydrolysis_of_ATP_coupled_with_the_transport_of_calcium,48.38818023,34.51500228,0,0
Ga0401699_0026549_3_4898_,24.61854784,31.27922082,0,0
Ga0401699_0026600_3_4922_Thrombospondin_type_1_repeats,533.118898,226.5047025,3.576514884,3.43967191
Ga0401699_0026610_1_4986_negative_regulation_of_canonical_Wnt_signaling_pathway_involved_in_cardiac_muscle_cell_fate_commitment,41.59685669,11.86453203,2.861211908,0.859917978
Ga0401699_0026706_3_4877_clathrin_light_chain_binding,30.56095593,16.17890732,3.576514884,6.879343821
Ga0401699_0026787_34_2289_PsaA_and_PsaB_bind_P700__the_primary_electron_donor_of_photosystem_I_PSI__as_well_as_the_electron_acceptors_A0__A1_and_FX._PSI_is_a_plastocyanin_cytochrome_c6-ferredoxin_oxidoreductase__converting_photonic_excitation_into_a_charge_separation__which_transfers_an_electron_from_the_donor_P700_chlorophyll_pair_to_the_spectroscopically_characterized_acceptors_A0__A1__FX__FA_and_FB_in_turn._Oxidized_P700_is_reduced_on_the_lumenal_side_of_the_thylakoid_membrane_by_plastocyanin_or_cytochrome_c6,201.1929599,125.1168833,32.18863396,30.09712922
Ga0401699_0026946_14_4732_negative_regulation_of_growth_rate,108.6611767,39.90797139,0,0
Ga0401699_0026957_3699_4958_alkyl_hydroperoxide_reductase,468.6013243,303.0848638,81.54453937,44.71573483
Ga0401699_0027090_404_4828_secondary_active_sulfate_transmembrane_transporter_activity,34.80553315,30.20062699,5.007120838,1.719835955
Ga0401699_0027211_266_4801_Carbamoyl-phosphate_synthase_small_chain__CPSase_domain,6.791323541,19.41468878,2.145908931,0
Ga0401699_0027291_28_4884_fatty-acyl-CoA_synthase_activity,18.67613974,15.1003135,2.861211908,0
Ga0401699_0027428_11_4924_dynein_light_chain_binding,42.44577213,28.04343935,1.430605954,4.299589888
Ga0401699_0027630_1_2430_A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs,25.46746328,8.62875057,0,0
Ga0401699_0027707_4_4902_Transmembrane_protein_family_132,280.1420961,303.0848638,28.61211908,33.53680113
Ga0401699_0027731_85_4899_negative_regulation_of_phosphatase_activity,275.0486034,283.670175,19.31318038,12.03885169
Ga0401699_0027851_1253_4450_,5.942408098,11.86453203,33.61923991,42.1359809
Ga0401699_0027969_2454_3686_protein_transport,6.791323541,7.550156749,81.54453937,65.3537663
Ga0401699_0027969_3724_4203_Located_at_the_back_of_the_30S_subunit_body_where_it_stabilizes_the_conformation_of_the_head_with_respect_to_the_body,4.244577213,4.314375285,51.50181434,56.75458652
Ga0401699_0028219_1_3456_,39.05011036,31.27922082,4.291817861,0
Ga0401699_0028383_3_4823_Thrombospondin_type_1_repeats,33.9566177,24.80765789,0,0
Ga0401699_0028605_1212_2648_DnaB-like_helicase_N_terminal_domain,10.18698531,11.86453203,81.54453937,128.9876966
Ga0401699_0028605_3036_3461_rRNA_binding,18.67613974,11.86453203,151.6442311,175.4232674
Ga0401699_0028605_3496_4188_Binds_directly_to_23S_rRNA._Might_be_involved_in_E_site_tRNA_release,17.8272243,16.17890732,216.736802,250.2361315
Ga0401699_0028605_4246_4629_structural_constituent_of_ribosome,11.8848162,8.62875057,116.5943852,136.7269584
Ga0401699_0028620_312_4784_Hep_Hag_repeat_protein,122.2438237,142.3743844,44.34878457,43.85581686
Ga0401699_0028740_337_4794_,53.48167289,44.22234667,2.145908931,1.719835955
Ga0401699_0029081_185_4657_Tenascin_XB,52.63275744,40.98656521,5.722423815,1.719835955
Ga0401699_0029450_22_4599_Sodium_potassium-transporting_ATPase_subunit_alpha._Source_PGD,112.0568384,166.1034485,14.30605954,32.67688315
Ga0401699_0029648_1570_3228_Natural_resistance-associated_macrophage_protein,510.198181,355.935961,14.30605954,12.03885169
Ga0401699_0029654_134_4591_calcium_ion_binding,10.18698531,21.57187642,0.715302977,0.859917978
Ga0401699_0029760_290_4696_Hep_Hag_repeat_protein,140.071048,124.0382894,54.36302624,49.8752427
Ga0401699_0029774_11_4744_Protein_of_unknown_function_DUF3645,5.942408098,6.471562927,0,0
Ga0401699_0029790_384_4745_,134.1286399,49.61531578,0,0
Ga0401699_0029907_126_4721_Thrombospondin_type_1_repeats,66.21540452,18.33609496,2.145908931,0.859917978
Ga0401699_0029986_80_4693_carbamoylphosphate_synthase,36.50336403,22.65047025,0,0
Ga0401699_0030066_123_2381_chlorophyll_binding,573.0179238,542.5326921,476.3917826,403.3015315
Ga0401699_0030066_2418_4622_chlorophyll_binding,474.5437324,467.0311246,424.1746653,368.0448944
Ga0401699_0030330_1_4620_pyruvate_dehydrogenase_acetyl-transferring_kinase_activity,6.791323541,14.02171968,0,3.43967191
Ga0401699_0030521_78_2585_DNA_topoisomerase_2,11.8848162,6.471562927,0,0
Ga0401699_0030574_439_4005_receptor-like_protein,27.16529416,21.57187642,0,0
